,Unnamed: 0,timestamp,pixel_count,dt
547,547,2022-10-31 20:31:00,11,1667273460
548,548,2022-10-31 20:46:00,9,1667274360
549,549,2022-10-31 21:01:00,9,1667275260
550,550,2022-10-31 21:16:00,15,1667276160
551,551,2022-10-31 21:31:00,15,1667277060
552,552,2022-10-31 21:46:00,19,1667277960
553,553,2022-10-31 22:01:00,19,1667278860
554,554,2022-10-31 22:16:00,6,1667279760
555,555,2022-10-31 22:31:00,6,1667280660
556,556,2022-10-31 22:46:00,6,1667281560
557,557,2022-10-31 23:16:00,6,1667283360
558,558,2022-10-31 23:31:00,6,1667284260
559,559,2022-10-31 23:46:00,7,1667285160
560,560,2022-11-01 00:01:00,7,1667286060
561,561,2022-11-01 00:16:00,7,1667286960
562,562,2022-11-01 00:31:00,7,1667287860
563,563,2022-11-01 00:46:00,6,1667288760
564,564,2022-11-01 01:01:00,6,1667289660
565,565,2022-11-01 01:16:00,7,1667290560
566,566,2022-11-01 01:31:00,7,1667291460
567,567,2022-11-01 01:46:00,11,1667292360
568,568,2022-11-01 02:01:00,11,1667293260
569,569,2022-11-01 02:16:00,11,1667294160
570,570,2022-11-01 02:31:00,11,1667295060
571,571,2022-11-01 02:46:00,19,1667295960
572,572,2022-11-01 03:01:00,19,1667296860
573,573,2022-11-01 03:16:00,21,1667297760
574,574,2022-11-01 03:31:00,21,1667298660
575,575,2022-11-01 03:46:00,21,1667299560
576,576,2022-11-01 04:01:00,21,1667300460
577,577,2022-11-01 04:16:00,17,1667301360
